StudyInstanceUID,SeriesInstanceUID,Status,MetadataPlane,GeometryPlane,GeometryConfidence,PlaneMatch,PlaneUsed,TargetOrientation,OrientationTransform,MinOrientationAlignment,OriginalSliceCount,RequestedSelectedSlices,EncodedSliceCount,DecodeFailures,PhysicalSpanMM
1.2.826.0.1.3680043.8.498.63279205896049798083339413931561428540,1.2.826.0.1.3680043.8.498.41587355261256572059615948750152007118,OK,Axial,Axial,0.9978335163353349,True,Axial,PL,none,0.9971461029350535,30,24,24,0,104.39999882269322
1.2.826.0.1.3680043.8.498.63279205896049798083339413931561428540,1.2.826.0.1.3680043.8.498.79777972332314840267624650987994912722,OK,Coronal,Coronal,0.9992996008208186,True,Coronal,IL,none,0.9971461029350535,30,24,24,0,101.50000011550621
1.2.826.0.1.3680043.8.498.63279205896049798083339413931561428540,1.2.826.0.1.3680043.8.498.11557056941512403901098528253592757460,OK,Coronal,Coronal,0.9992996008208186,True,Coronal,IL,none,0.9971461029350535,30,24,24,0,101.50000011550621
1.2.826.0.1.3680043.8.498.63279205896049798083339413931561428540,1.2.826.0.1.3680043.8.498.60323798046871413920678924951865500297,OK,Coronal,Coronal,0.7975788582758121,True,Coronal,IL,none,0.7978747446477762,15,15,15,0,46.20000239426521
1.2.826.0.1.3680043.8.498.63279205896049798083339413931561428540,1.2.826.0.1.3680043.8.498.49140645125937418771554053281329463400,OK,Sagittal,Sagittal,0.997146102283022,True,Sagittal,IP,none,0.9976946882913442,33,24,24,0,124.80000348180366
1.2.826.0.1.3680043.8.498.63279205896049798083339413931561428540,1.2.826.0.1.3680043.8.498.90097682845842928283332514828725011507,OK,Sagittal,Sagittal,0.997146102283022,True,Sagittal,IP,none,0.9976946882913442,33,24,24,0,112.00000769088567
1.2.826.0.1.3680043.8.498.63280826430574305683941548157934410641,1.2.826.0.1.3680043.8.498.38883176689099876812699448279310692748,OK,Axial,Axial,0.9771012993307499,True,Axial,PL,none,0.9450227701157978,30,24,24,0,127.60000266412389
1.2.826.0.1.3680043.8.498.63280826430574305683941548157934410641,1.2.826.0.1.3680043.8.498.12064050409328776689948129420190691890,OK,Coronal,Coronal,0.9613397129941853,True,Coronal,IL,none,0.9711733766463616,26,24,24,0,100.00000700515639
1.2.826.0.1.3680043.8.498.63280826430574305683941548157934410641,1.2.826.0.1.3680043.8.498.10154063991074306889958587418080328403,OK,Sagittal,Sagittal,0.9660068921990489,True,Sagittal,IP,none,0.9660068921990489,25,24,24,0,93.60000121277344
1.2.826.0.1.3680043.8.498.63280826430574305683941548157934410641,1.2.826.0.1.3680043.8.498.61823779361405431993262337742030463607,OK,Sagittal,Sagittal,0.9660068921990489,True,Sagittal,IP,none,0.9660068921990489,25,24,24,0,93.60000121277344
1.2.826.0.1.3680043.8.498.63280826430574305683941548157934410641,1.2.826.0.1.3680043.8.498.12204684374709449411474891529190491098,OK,Sagittal,Sagittal,0.9660068921990489,True,Sagittal,IP,none,0.9660068921990489,24,24,24,0,89.69999988350568
1.2.826.0.1.3680043.8.498.63320397279666280420359587173167195895,1.2.826.0.1.3680043.8.498.12926111901776247979669304033144120057,OK,Axial,Axial,0.9886680138149796,True,Axial,PL,none,0.9822586691648254,32,24,24,0,102.29999756402728
1.2.826.0.1.3680043.8.498.63320397279666280420359587173167195895,1.2.826.0.1.3680043.8.498.42042521077111408548009290480910952226,OK,Coronal,Coronal,0.982258667765156,True,Coronal,IL,none,0.9896679023939229,30,24,24,0,95.69999615491106
1.2.826.0.1.3680043.8.498.63320397279666280420359587173167195895,1.2.826.0.1.3680043.8.498.93474800335529789313147356306439348558,OK,Coronal,Coronal,0.982258667765156,True,Coronal,IL,none,0.9896679023939229,30,24,24,0,95.69999615491989
1.2.826.0.1.3680043.8.498.63320397279666280420359587173167195895,1.2.826.0.1.3680043.8.498.80797310708758987431170887644241481661,OK,Sagittal,Sagittal,0.9801427913136159,True,Sagittal,IP,none,0.9814536678195686,29,24,24,0,92.39999941171851
1.2.826.0.1.3680043.8.498.63320397279666280420359587173167195895,1.2.826.0.1.3680043.8.498.31317792374706468755947510841492326936,OK,Sagittal,Sagittal,0.9801427913136159,True,Sagittal,IP,none,0.9814536678195686,29,24,24,0,92.39999941171894
1.2.826.0.1.3680043.8.498.63360204391136938955220146755331421179,1.2.826.0.1.3680043.8.498.51200839348875306445488357417901805958,OK,Axial,Axial,0.9967311131397762,True,Axial,PL,none,0.993338105731167,32,24,24,0,124.77501512411652
1.2.826.0.1.3680043.8.498.63360204391136938955220146755331421179,1.2.826.0.1.3680043.8.498.41400938796484859656333629660898231858,OK,Coronal,Coronal,0.998446668452634,True,Coronal,IL,none,0.9987388317892991,32,24,24,0,106.95013853531808
1.2.826.0.1.3680043.8.498.63360204391136938955220146755331421179,1.2.826.0.1.3680043.8.498.12648352718906401017941962566617442724,OK,Coronal,Coronal,0.9984466630686213,True,Coronal,IL,none,0.9987376776043089,32,24,24,0,106.95000239728721
1.2.826.0.1.3680043.8.498.63360204391136938955220146755331421179,1.2.826.0.1.3680043.8.498.75848784126406014921512871482316455876,OK,Sagittal,Sagittal,0.9965507570980863,True,Sagittal,IP,none,0.9965990579996054,37,24,24,0,103.49978046807286
1.2.826.0.1.3680043.8.498.63360204391136938955220146755331421179,1.2.826.0.1.3680043.8.498.12387475574003558924641201281893895517,OK,Sagittal,Sagittal,0.9965507537385955,True,Sagittal,IP,none,0.9965993040077559,37,24,24,0,103.50005255125248
1.2.826.0.1.3680043.8.498.63377901538320536934403969965624202519,1.2.826.0.1.3680043.8.498.89204547051971057504029294408693724857,OK,Axial,Axial,1.0,True,Axial,PL,none,0.9999756307081906,27,24,24,0,117.51999664306584
1.2.826.0.1.3680043.8.498.63377901538320536934403969965624202519,1.2.826.0.1.3680043.8.498.11812358100617347428091248315457845413,OK,Coronal,Coronal,0.9998476951516431,True,Coronal,IL,none,0.9998476951516431,32,24,24,0,111.60000116027942
1.2.826.0.1.3680043.8.498.63377901538320536934403969965624202519,1.2.826.0.1.3680043.8.498.10945401932329783147606712514253414847,OK,Coronal,Coronal,0.9998476951516431,True,Coronal,IL,none,0.9998476951516431,32,24,24,0,111.60000116027942
1.2.826.0.1.3680043.8.498.63377901538320536934403969965624202519,1.2.826.0.1.3680043.8.498.11728943395284353970868920073071957565,OK,Sagittal,Sagittal,0.9719426318988511,True,Sagittal,IP,none,0.973874347040224,23,23,23,0,99.4399961179216
1.2.826.0.1.3680043.8.498.63377901538320536934403969965624202519,1.2.826.0.1.3680043.8.498.78069691998995103433855879057128617147,OK,Sagittal,Sagittal,0.9719426318988511,True,Sagittal,IP,none,0.973874347040224,23,23,23,0,99.4399961179216
1.2.826.0.1.3680043.8.498.63424633611847022112809173449690688015,1.2.826.0.1.3680043.8.498.11389000340877103328711389080374302207,OK,Axial,Axial,0.9912222100569907,True,Axial,PL,none,0.9948890484165434,40,24,24,0,128.69998961225735
1.2.826.0.1.3680043.8.498.63424633611847022112809173449690688015,1.2.826.0.1.3680043.8.498.75225873115674512088587486614118614412,OK,Coronal,Coronal,0.9972259349420531,True,Coronal,IL,none,0.9969030490439328,38,24,24,0,122.10002580455928
1.2.826.0.1.3680043.8.498.63424633611847022112809173449690688015,1.2.826.0.1.3680043.8.498.81392437603794278024591365635345500468,OK,Sagittal,Sagittal,0.9973715032245564,True,Sagittal,IP,none,0.9983444073716295,35,24,24,0,112.20021482282914
1.2.826.0.1.3680043.8.498.63424633611847022112809173449690688015,1.2.826.0.1.3680043.8.498.39724352224865987155260818969890829035,OK,Sagittal,Sagittal,0.9973715032245564,True,Sagittal,IP,none,0.9983444073716295,35,24,24,0,112.20021482282914
1.2.826.0.1.3680043.8.498.63426442500798189991842988966227275166,1.2.826.0.1.3680043.8.498.12290675834286702825951718014883405220,OK,Axial,Axial,0.9985301857383184,True,Axial,PL,none,0.952553962549179,40,24,24,0,128.70000233474786
1.2.826.0.1.3680043.8.498.63426442500798189991842988966227275166,1.2.826.0.1.3680043.8.498.60224196496701258110882101863675023242,OK,Axial,Axial,0.9985301857383184,True,Axial,PL,none,0.952553962549179,40,24,24,0,128.70000233474786
1.2.826.0.1.3680043.8.498.63426442500798189991842988966227275166,1.2.826.0.1.3680043.8.498.83430025915541779348841529566201188740,OK,Coronal,Coronal,0.9560607194077603,True,Coronal,IL,none,0.9623746848643437,28,24,24,0,94.50000390486531
1.2.826.0.1.3680043.8.498.63426442500798189991842988966227275166,1.2.826.0.1.3680043.8.498.14351129593649633208706544647724867373,OK,Coronal,Coronal,0.9560607194077603,True,Coronal,IL,none,0.9623746848643437,28,24,24,0,94.50000390486531
1.2.826.0.1.3680043.8.498.63426442500798189991842988966227275166,1.2.826.0.1.3680043.8.498.12921807236559283747371196801270464728,OK,Sagittal,Sagittal,0.9942464094554608,True,Sagittal,IP,none,0.9913408797173107,32,24,24,0,102.2999912975873
1.2.826.0.1.3680043.8.498.63426442500798189991842988966227275166,1.2.826.0.1.3680043.8.498.84713304702718085450567102969885335181,OK,Sagittal,Sagittal,0.9942464094554608,True,Sagittal,IP,none,0.9913408797173107,32,24,24,0,102.29999129758886
1.2.826.0.1.3680043.8.498.63426442500798189991842988966227275166,1.2.826.0.1.3680043.8.498.54435231701662767414172341059620987988,OK,Sagittal,Sagittal,0.9942464094554608,True,Sagittal,IP,none,0.9913408797173107,32,24,24,0,102.29999129758802
1.2.826.0.1.3680043.8.498.63426442500798189991842988966227275166,1.2.826.0.1.3680043.8.498.69160867834216848006499550815896072569,OK,Sagittal,Sagittal,0.9942464094554608,True,Sagittal,IP,none,0.9913408797173107,32,24,24,0,102.2999912975873
1.2.826.0.1.3680043.8.498.63439188800533762543950349022148547855,1.2.826.0.1.3680043.8.498.33000587225332500962313230756896239714,OK,Axial,Axial,0.9901661114051514,True,Axial,PL,none,0.9890239893252276,31,24,24,0,135.000077038408
1.2.826.0.1.3680043.8.498.63439188800533762543950349022148547855,1.2.826.0.1.3680043.8.498.60426367783160955377702413471764796986,OK,Coronal,Coronal,0.9956969229475975,True,Coronal,IL,none,0.9895261900730556,26,24,24,0,112.49951997530795
1.2.826.0.1.3680043.8.498.63439188800533762543950349022148547855,1.2.826.0.1.3680043.8.498.10837292782492393036209509391766620238,OK,Coronal,Coronal,0.9956969278437703,True,Coronal,IL,none,0.989526221745659,26,24,24,0,112.49954416018704
1.2.826.0.1.3680043.8.498.63439188800533762543950349022148547855,1.2.826.0.1.3680043.8.498.30219529160453052561435380589202631185,OK,Sagittal,Sagittal,0.9827779961299379,True,Sagittal,IP,none,0.9904611634797863,21,21,21,0,89.99988727274776
1.2.826.0.1.3680043.8.498.63439188800533762543950349022148547855,1.2.826.0.1.3680043.8.498.19794916388901752541514102805104313976,OK,Sagittal,Sagittal,0.9827779961299379,True,Sagittal,IP,none,0.9904611634797863,21,21,21,0,90.00016979664917
1.2.826.0.1.3680043.8.498.63510378689078892579575716369639643386,1.2.826.0.1.3680043.8.498.12049077392556854325897855218285590670,OK,Axial,Axial,1.0,True,Axial,PL,none,1.0,30,24,24,0,116.00000381999999
1.2.826.0.1.3680043.8.498.63510378689078892579575716369639643386,1.2.826.0.1.3680043.8.498.10288622525641624692432373179101443000,OK,Axial,Axial,1.0,True,Axial,PL,none,1.0,30,24,24,0,116.00000381999999
1.2.826.0.1.3680043.8.498.63510378689078892579575716369639643386,1.2.826.0.1.3680043.8.498.31307777582250995976451903271471819177,OK,Axial,Axial,1.0,True,Axial,PL,none,1.0,30,24,24,0,116.00000381999999
1.2.826.0.1.3680043.8.498.63510378689078892579575716369639643386,1.2.826.0.1.3680043.8.498.36706725876536530953938829921827496913,OK,Axial,Axial,1.0,True,Axial,PL,none,1.0,30,24,24,0,116.00000381999999
1.2.826.0.1.3680043.8.498.63510378689078892579575716369639643386,1.2.826.0.1.3680043.8.498.56971452494770980904009369578632830133,OK,Axial,Axial,1.0,True,Axial,PL,none,1.0,30,24,24,0,116.00000381999999
1.2.826.0.1.3680043.8.498.63510378689078892579575716369639643386,1.2.826.0.1.3680043.8.498.91342546056039413600584292163924763940,OK,Axial,Axial,1.0,True,Axial,PL,none,1.0,30,24,24,0,116.00000381999999
1.2.826.0.1.3680043.8.498.63510378689078892579575716369639643386,1.2.826.0.1.3680043.8.498.50734813723127799327416713087907975177,OK,Coronal,Coronal,0.9849512839165453,True,Coronal,IL,none,0.9884302485655438,30,24,24,0,107.30000838905727
1.2.826.0.1.3680043.8.498.63510378689078892579575716369639643386,1.2.826.0.1.3680043.8.498.85261893366682958419263339836362342714,OK,Coronal,Coronal,0.9849512839165453,True,Coronal,IL,none,0.9884302485655438,30,24,24,0,107.30000838905727
1.2.826.0.1.3680043.8.498.63510378689078892579575716369639643386,1.2.826.0.1.3680043.8.498.86313557907201326591584846353008532576,OK,Coronal,Coronal,0.9849512839165453,True,Coronal,IL,none,0.9884302485655438,30,24,24,0,107.30000838905727
1.2.826.0.1.3680043.8.498.63510378689078892579575716369639643386,1.2.826.0.1.3680043.8.498.39496989532030157851697744227887690907,OK,Sagittal,Sagittal,0.999722752875836,True,Sagittal,IP,none,0.999722752875836,30,24,24,0,101.50001004516942
1.2.826.0.1.3680043.8.498.63510378689078892579575716369639643386,1.2.826.0.1.3680043.8.498.13246860191832543155011251377349384329,OK,Sagittal,Sagittal,0.999722752875836,True,Sagittal,IP,none,0.999722752875836,30,24,24,0,101.50001004516942
1.2.826.0.1.3680043.8.498.63510378689078892579575716369639643386,1.2.826.0.1.3680043.8.498.52032957070032930131238481865089476064,OK,Sagittal,Sagittal,0.999722752875836,True,Sagittal,IP,none,0.999722752875836,30,24,24,0,101.50001004516942
1.2.826.0.1.3680043.8.498.63519003265636561965405570006747767668,1.2.826.0.1.3680043.8.498.87160307006814717685275493413825837082,OK,Axial,Axial,0.9980266993894134,True,Axial,PL,none,0.9980266993894134,40,24,24,0,128.69999011299998
1.2.826.0.1.3680043.8.498.63519003265636561965405570006747767668,1.2.826.0.1.3680043.8.498.81495799721347481449078345675675735003,OK,Coronal,Coronal,0.9920952329114754,True,Coronal,IL,none,0.9922168944875569,38,24,24,0,122.09992005694039
1.2.826.0.1.3680043.8.498.63519003265636561965405570006747767668,1.2.826.0.1.3680043.8.498.10544247591549418878395226360027938898,OK,Sagittal,Sagittal,0.9920203828204004,True,Sagittal,IP,none,0.9920220818339439,33,24,24,0,105.60040721442968
1.2.826.0.1.3680043.8.498.63519003265636561965405570006747767668,1.2.826.0.1.3680043.8.498.11707117303091576895140578317291765989,OK,Sagittal,Sagittal,0.9920203828204004,True,Sagittal,IP,none,0.9920220818339439,33,24,24,0,105.60040721442968
1.2.826.0.1.3680043.8.498.63521033783841675104013677430088400343,1.2.826.0.1.3680043.8.498.20662510378113599088419165842419465935,OK,Axial,Axial,0.9893959582488976,True,Axial,PL,none,0.981674423965151,36,24,24,0,115.49967057578358
1.2.826.0.1.3680043.8.498.63521033783841675104013677430088400343,1.2.826.0.1.3680043.8.498.83451746888281551164767763491441597574,OK,Coronal,Coronal,0.9691809392050325,True,Coronal,IL,none,0.9774746756633949,38,24,24,0,122.10018314012895
1.2.826.0.1.3680043.8.498.63521033783841675104013677430088400343,1.2.826.0.1.3680043.8.498.38535917330460769346947304478781299462,OK,Coronal,Coronal,0.9691809216358365,True,Coronal,IL,none,0.977476680108351,38,24,24,0,122.09998204536566
1.2.826.0.1.3680043.8.498.63521033783841675104013677430088400343,1.2.826.0.1.3680043.8.498.96068115697191654179126317415779051213,OK,Coronal,Coronal,0.8650053886199813,True,Coronal,IL,none,0.8707588608613265,25,24,24,0,86.39997424075942
1.2.826.0.1.3680043.8.498.63521033783841675104013677430088400343,1.2.826.0.1.3680043.8.498.69595706427210978730878222923825889229,OK,Sagittal,Sagittal,0.9858212208096262,True,Sagittal,IP,none,0.986589350112263,33,24,24,0,105.59970805829744
1.2.826.0.1.3680043.8.498.63521033783841675104013677430088400343,1.2.826.0.1.3680043.8.498.10983865213128582255170896597469916258,OK,Sagittal,Sagittal,0.9858212033344986,True,Sagittal,IP,none,0.986589350112263,33,24,24,0,105.60039922814519
1.2.826.0.1.3680043.8.498.63521726454879203860288713455843702564,1.2.826.0.1.3680043.8.498.10782858802416114383721258129227775553,OK,Axial,Axial,0.9896150381093022,True,Axial,PL,none,0.9842776060313966,26,24,24,0,112.50015652299444
1.2.826.0.1.3680043.8.498.63521726454879203860288713455843702564,1.2.826.0.1.3680043.8.498.12768786626052319236009835357468903680,OK,Coronal,Coronal,0.992810901153898,True,Coronal,IL,none,0.9860413220100077,27,24,24,0,116.99989767171886
1.2.826.0.1.3680043.8.498.63521726454879203860288713455843702564,1.2.826.0.1.3680043.8.498.85279107034013904763489569331947399158,OK,Coronal,Coronal,0.9928108960692416,True,Coronal,IL,none,0.986041327628082,27,24,24,0,116.9999911198521
1.2.826.0.1.3680043.8.498.63521726454879203860288713455843702564,1.2.826.0.1.3680043.8.498.11402199844627729464380956162487413348,OK,Sagittal,Sagittal,0.9841013970378236,True,Sagittal,IP,none,0.9913726254544503,24,24,24,0,103.49958600340335
1.2.826.0.1.3680043.8.498.63521726454879203860288713455843702564,1.2.826.0.1.3680043.8.498.77769413682205982448586291066563195825,OK,Sagittal,Sagittal,0.9841013970378236,True,Sagittal,IP,none,0.9913726254544503,24,24,24,0,103.4999576150621
1.2.826.0.1.3680043.8.498.63539809431911516912857504094611479480,1.2.826.0.1.3680043.8.498.79817062498614870478597933036319922403,OK,Axial,Axial,0.999506560347796,True,Axial,PL,none,0.9978617930477391,30,24,24,0,95.70000095384621
1.2.826.0.1.3680043.8.498.63539809431911516912857504094611479480,1.2.826.0.1.3680043.8.498.10417155712936102937790174940470335576,OK,Coronal,Coronal,0.9997507964544582,True,Coronal,IL,none,0.9997772276009789,35,24,24,0,122.39999792622802
1.2.826.0.1.3680043.8.498.63539809431911516912857504094611479480,1.2.826.0.1.3680043.8.498.69563895284921360753339319081415669566,OK,Coronal,Coronal,0.9997507964544582,True,Coronal,IL,none,0.9997772276009789,35,24,24,0,122.39999792622802
1.2.826.0.1.3680043.8.498.63539809431911516912857504094611479480,1.2.826.0.1.3680043.8.498.82961780735832174312994356345138130252,OK,Sagittal,Sagittal,0.9971318975964479,True,Sagittal,IP,none,0.9983044867724274,30,24,24,0,95.69999562605649
1.2.826.0.1.3680043.8.498.63539809431911516912857504094611479480,1.2.826.0.1.3680043.8.498.16753318058331431959100812015720085446,OK,Sagittal,Sagittal,0.9971318975964479,True,Sagittal,IP,none,0.9983044867724274,30,24,24,0,95.69999562605649
1.2.826.0.1.3680043.8.498.63550258873504696667112631869753870779,1.2.826.0.1.3680043.8.498.11660354535748994825502857648951332362,OK,Axial,Axial,0.9946242426710931,True,Axial,PL,none,0.9887254416744358,24,24,24,0,115.00000736783703
1.2.826.0.1.3680043.8.498.63550258873504696667112631869753870779,1.2.826.0.1.3680043.8.498.51601502527769203307275259452647906358,OK,Axial,Axial,0.9946242426710931,True,Axial,PL,none,0.9887254416744358,24,24,24,0,115.00000736783703
1.2.826.0.1.3680043.8.498.63550258873504696667112631869753870779,1.2.826.0.1.3680043.8.498.88043523852325454520625740938001895609,OK,Axial,Axial,0.9946242426710931,True,Axial,PL,none,0.9887254416744358,24,24,24,0,115.00000736783703
1.2.826.0.1.3680043.8.498.63550258873504696667112631869753870779,1.2.826.0.1.3680043.8.498.36584196081453249044886720069477558368,OK,Coronal,Coronal,0.9870716659487746,True,Coronal,IL,none,0.9841105296388485,24,24,24,0,91.99999768413252
1.2.826.0.1.3680043.8.498.63550258873504696667112631869753870779,1.2.826.0.1.3680043.8.498.50419626698937283479973182462711631359,OK,Coronal,Coronal,0.9870716659487746,True,Coronal,IL,none,0.9841105296388485,24,24,24,0,91.99999768413252
1.2.826.0.1.3680043.8.498.63550258873504696667112631869753870779,1.2.826.0.1.3680043.8.498.13200093433053279210568904891945219080,OK,Sagittal,Sagittal,0.9942360903066433,True,Sagittal,IP,none,0.9965185470220805,24,24,24,0,92.00000448431152
1.2.826.0.1.3680043.8.498.63550258873504696667112631869753870779,1.2.826.0.1.3680043.8.498.11003454443317349041966651408688306880,OK,Sagittal,Sagittal,0.9942360903066433,True,Sagittal,IP,none,0.9965185470220805,24,24,24,0,92.00000448431152
1.2.826.0.1.3680043.8.498.63556690547679257097888724096967682731,1.2.826.0.1.3680043.8.498.26698116722941482455389002673613450380,OK,Axial,Axial,0.9730430031657016,True,Axial,PL,none,0.9713188633699599,32,24,24,0,102.29999850056237
1.2.826.0.1.3680043.8.498.63556690547679257097888724096967682731,1.2.826.0.1.3680043.8.498.47288003673946983207703043621108977526,OK,Coronal,Coronal,0.9713188652559815,True,Coronal,IL,none,0.9722551342726166,30,24,24,0,95.69999972989126
1.2.826.0.1.3680043.8.498.63556690547679257097888724096967682731,1.2.826.0.1.3680043.8.498.96823207454494403729486280178860252072,OK,Coronal,Coronal,0.9713188652559815,True,Coronal,IL,none,0.9722551342726166,30,24,24,0,95.69999972989322
1.2.826.0.1.3680043.8.498.63556690547679257097888724096967682731,1.2.826.0.1.3680043.8.498.25465153063370534263257208724601281353,OK,Sagittal,Sagittal,0.9721666548331639,True,Sagittal,IP,none,0.9779848060549463,29,24,24,0,92.39999471572813
1.2.826.0.1.3680043.8.498.63556690547679257097888724096967682731,1.2.826.0.1.3680043.8.498.87615717504747758787305706509827425412,OK,Sagittal,Sagittal,0.9721666548331639,True,Sagittal,IP,none,0.9779848060549463,29,24,24,0,92.39999471572958
1.2.826.0.1.3680043.8.498.63564058504808107209753434989270686941,1.2.826.0.1.3680043.8.498.10108190312210636974463078448762808390,OK,Axial,Axial,0.9993657704061277,True,Axial,PL,none,0.9872191412288359,40,24,24,0,128.7000024729835
1.2.826.0.1.3680043.8.498.63564058504808107209753434989270686941,1.2.826.0.1.3680043.8.498.69310847793139512349116848524422632925,OK,Axial,Axial,0.9993657704061277,True,Axial,PL,none,0.9872191412288359,40,24,24,0,128.70000247298418
1.2.826.0.1.3680043.8.498.63564058504808107209753434989270686941,1.2.826.0.1.3680043.8.498.43208804530426359142659570489091211430,OK,Axial,Axial,0.9993657704061277,True,Axial,PL,none,0.9872191412288359,40,24,24,0,128.7000024729855
1.2.826.0.1.3680043.8.498.63564058504808107209753434989270686941,1.2.826.0.1.3680043.8.498.76730593952577343629570782219593362000,OK,Axial,Axial,0.9993657704061277,True,Axial,PL,none,0.9872191412288359,40,24,24,0,128.70000247298447
1.2.826.0.1.3680043.8.498.63564058504808107209753434989270686941,1.2.826.0.1.3680043.8.498.79249046322219575284860394706812432455,OK,Axial,Axial,0.9931977782385152,True,Axial,PL,none,0.9663675420715588,62,24,24,0,73.19976735062156
1.2.826.0.1.3680043.8.498.63564058504808107209753434989270686941,1.2.826.0.1.3680043.8.498.78006226682510721660843103746960571753,OK,Coronal,Coronal,0.9072807137561795,True,Coronal,IL,none,0.9273671241881672,20,20,20,0,41.79999973739411
1.2.826.0.1.3680043.8.498.63564058504808107209753434989270686941,1.2.826.0.1.3680043.8.498.98770956881142578866958155448163027797,OK,Coronal,Coronal,0.968487686249554,True,Coronal,IL,none,0.9718372102278922,28,24,24,0,94.49999927347847
1.2.826.0.1.3680043.8.498.63564058504808107209753434989270686941,1.2.826.0.1.3680043.8.498.29827150700192983635439011736163798811,OK,Coronal,Coronal,0.968487686249554,True,Coronal,IL,none,0.9718372102278922,28,24,24,0,94.49999927347847
1.2.826.0.1.3680043.8.498.63564058504808107209753434989270686941,1.2.826.0.1.3680043.8.498.42411948124290139526990900044280494995,OK,Coronal,Coronal,0.968487686249554,True,Coronal,IL,none,0.9718372102278922,28,24,24,0,94.49999927348426
1.2.826.0.1.3680043.8.498.63564058504808107209753434989270686941,1.2.826.0.1.3680043.8.498.46328935102518365746975310688709059174,OK,Sagittal,Sagittal,0.9931096722812998,True,Sagittal,IP,none,0.9935089299149789,30,24,24,0,95.69999129981052
1.2.826.0.1.3680043.8.498.63564058504808107209753434989270686941,1.2.826.0.1.3680043.8.498.10240304017136997230649540201191109782,OK,Sagittal,Sagittal,0.9931096722812998,True,Sagittal,IP,none,0.9935089299149789,30,24,24,0,95.69999129981002
1.2.826.0.1.3680043.8.498.63564058504808107209753434989270686941,1.2.826.0.1.3680043.8.498.45202843835278024348739017245857235262,OK,Sagittal,Sagittal,0.9931096722812998,True,Sagittal,IP,none,0.9935089299149789,30,24,24,0,95.6999912998103
1.2.826.0.1.3680043.8.498.63564058504808107209753434989270686941,1.2.826.0.1.3680043.8.498.87284732304973243560719844075161398428,OK,Sagittal,Sagittal,0.9931096722812998,True,Sagittal,IP,none,0.9935089299149789,30,24,24,0,95.69999129981052
1.2.826.0.1.3680043.8.498.63564058504808107209753434989270686941,1.2.826.0.1.3680043.8.498.95478496014606226124911438008373360566,OK,Sagittal,Sagittal,0.9931096722812998,True,Sagittal,IP,none,0.9935089299149789,30,24,24,0,95.69999129980964
1.2.826.0.1.3680043.8.498.63565089119380386830816381560603756258,1.2.826.0.1.3680043.8.498.79995054666505401781199000548398178497,OK,Axial,Axial,0.9998476951535956,True,Axial,PL,none,0.9981936539834271,30,24,24,0,95.70000041418407
1.2.826.0.1.3680043.8.498.63565089119380386830816381560603756258,1.2.826.0.1.3680043.8.498.87284267896487979513580658748093193292,OK,Coronal,Coronal,0.9897024207587624,True,Coronal,IL,none,0.9900844789778671,27,24,24,0,93.59999996340773
1.2.826.0.1.3680043.8.498.63565089119380386830816381560603756258,1.2.826.0.1.3680043.8.498.91769100149163118586875381282823957006,OK,Coronal,Coronal,0.9897024207587624,True,Coronal,IL,none,0.9900844789778671,27,24,24,0,93.59999996340773
1.2.826.0.1.3680043.8.498.63565089119380386830816381560603756258,1.2.826.0.1.3680043.8.498.76104440137229874107171767725356509603,OK,Sagittal,Sagittal,0.9170276891569157,True,Sagittal,IP,none,0.9170373833308216,30,24,24,0,95.69999738816112
1.2.826.0.1.3680043.8.498.63565089119380386830816381560603756258,1.2.826.0.1.3680043.8.498.87569874613469191329718338899389367069,OK,Sagittal,Sagittal,0.9170276891569157,True,Sagittal,IP,none,0.9170373833308216,30,24,24,0,95.69999738816112
1.2.826.0.1.3680043.8.498.63584266247144369196126771996126173497,1.2.826.0.1.3680043.8.498.71967859473732583874378206373789628888,OK,Axial,Axial,0.9997189557222768,True,Axial,PL,none,0.9761786473359193,28,24,24,0,148.50000096111262
1.2.826.0.1.3680043.8.498.63584266247144369196126771996126173497,1.2.826.0.1.3680043.8.498.38189490480936970665362599953400622017,OK,Coronal,Coronal,0.976178646291586,True,Coronal,IL,none,0.9764590093079633,22,22,22,0,103.94999594783417
1.2.826.0.1.3680043.8.498.63584266247144369196126771996126173497,1.2.826.0.1.3680043.8.498.77802863167492521733914559477254331229,OK,Sagittal,Sagittal,0.9764590103782526,True,Sagittal,IP,none,0.9761786473359193,320,24,24,0,127.59880476076526
1.2.826.0.1.3680043.8.498.63584266247144369196126771996126173497,1.2.826.0.1.3680043.8.498.50709740657818752906394548730705786927,OK,Sagittal,Sagittal,0.9764590103782526,True,Sagittal,IP,none,0.9761786473359193,26,24,24,0,110.00000935566582
1.2.826.0.1.3680043.8.498.63673733836218886397484265807806548473,1.2.826.0.1.3680043.8.498.39492816344669414436884690105341904486,OK,Axial,Axial,0.9997645793490123,True,Axial,PL,none,0.9549992776560338,160,24,24,0,95.40004613782553
1.2.826.0.1.3680043.8.498.63673733836218886397484265807806548473,1.2.826.0.1.3680043.8.498.22066632036163267774309140075064501393,OK,Axial,Axial,0.9997645789625598,True,Axial,PL,none,0.9549760614498037,40,24,24,0,128.70003981723897
1.2.826.0.1.3680043.8.498.63673733836218886397484265807806548473,1.2.826.0.1.3680043.8.498.10239122353976366022538570878305657816,OK,Coronal,Coronal,0.9400219429030655,True,Coronal,IL,none,0.940021942903069,42,24,24,0,135.30040618660001
