StudyInstanceUID,SeriesIndex,SeriesInstanceUID,NumberOfSlices,Rows,Columns,PixelSpacing,SliceThickness,SpacingBetweenSlices,ComputedMedianSliceSpacing,ImageOrientationPatient,AnatomicalPlane,SeriesDescription,SequenceName,ScanningSequence,SequenceVariant,Manufacturer,ManufacturerModelName,MagneticFieldStrength,EchoTime,RepetitionTime,FlipAngle,Is_PD,Is_T1,Is_T2,Is_Fat_Suppressed,Is_Sagittal,Is_Coronal,Is_Axial
1.2.826.0.1.3680043.8.498.37392127307867238524251864751713143683,6,1.2.826.0.1.3680043.8.498.98731195323707035334319062242085912044,25,416,416,"[0.384615, 0.384615]",3,3.6,3.6000014762678454,"[0.988177, -0.0531619, 0.143804, 0.0879132, -0.571962, -0.815555]",Coronal,t2_tse_bond_416,*tseR2d1_15,SE,"['SP', 'SK']",Siemens Healthineers,MAGNETOM Vida,3,72,3000,180,0,0,1,0,0,0,0
1.2.826.0.1.3680043.8.498.39500553372517290823815606829518305500,1,1.2.826.0.1.3680043.8.498.10681444947500103079455959043947277778,30,640,640,"[0.234375, 0.234375]",3.5,4.55,4.54999929797232,"[0.9741138644504, 0.20667295023121, -0.0915885949681, -0.2082985110381, 0.97802875399855, -0.0084549779044]",Axial,pd_tse_fs_tra_320,*tseR2d1rs6,SE,"['SK', 'SP', 'OSP']",SIEMENS,Skyra,3,20,2740,150,1,0,0,1,0,0,1
1.2.826.0.1.3680043.8.498.39500553372517290823815606829518305500,2,1.2.826.0.1.3680043.8.498.12798253935401276011357924521785184170,30,320,320,"[0.46875, 0.46875]",3,3.3,3.299999075660203,"[0.97451689004262, 0.19126735365111, -0.1171905732086, -0.1146885561218, -0.0241388887065, -0.993108175954]",Coronal,pd_tse_fs_cor_320,*tse2d1rs6,SE,"['SK', 'SP', 'OSP']",SIEMENS,Skyra,3,20,2530,150,1,0,0,1,0,1,0
1.2.826.0.1.3680043.8.498.39500553372517290823815606829518305500,3,1.2.826.0.1.3680043.8.498.33500735563674808256834776499303611578,35,640,640,"[0.234375, 0.234375]",2.5,3,3.0000005331031545,"[-0.328223240357, 0.94371247151559, -0.0409423447729, -0.0876355286793, -0.0735790129143, -0.9934314988824]",Sagittal,pd_tse_fs_sag_320,*tse2d1rs5,SE,"['SK', 'SP', 'OSP']",SIEMENS,Skyra,3,22,2800,150,1,0,0,1,1,0,0
1.2.826.0.1.3680043.8.498.39500553372517290823815606829518305500,4,1.2.826.0.1.3680043.8.498.48864168281440917690854528188298055620,30,384,384,"[0.390625, 0.390625]",3,3.3,3.299999075660203,"[0.97451689004262, 0.19126735365111, -0.1171905732086, -0.1146885561218, -0.0241388887065, -0.993108175954]",Coronal,t1_se_cor_384,*se2d1,SE,"['SP', 'OSP']",SIEMENS,Skyra,3,12,490,90,0,1,0,0,0,1,0
1.2.826.0.1.3680043.8.498.39500553372517290823815606829518305500,5,1.2.826.0.1.3680043.8.498.71452782593498755829744891501612633384,35,384,384,"[0.390625, 0.390625]",2.5,3,3.000000404351246,"[-0.3282232607195, 0.94371246524035, -0.040942326175, -0.0876356499348, -0.0735790373469, -0.9934314863762]",Sagittal,t2_tse_sag_448,*tseR2d1_14,SE,"['SK', 'SP', 'OSP']",SIEMENS,Skyra,3,82,2550,150,0,0,1,0,1,0,0
1.2.826.0.1.3680043.8.498.39500553372517290823815606829518305500,6,1.2.826.0.1.3680043.8.498.82974765841728936940022510908107307256,30,384,384,"[0.390625, 0.390625]",3,3.3,3.299999075660203,"[0.97451689004262, 0.19126735365111, -0.1171905732086, -0.1146885561218, -0.0241388887065, -0.993108175954]",Coronal,t1_se_cor_384,*se2d1,SE,"['SP', 'OSP']",SIEMENS,Skyra,3,12,490,90,0,1,0,0,0,1,0
1.2.826.0.1.3680043.8.498.41600498783384864111179175518614837125,1,1.2.826.0.1.3680043.8.498.11820289040357912936136362656225665229,28,704,704,"[0.22727273404598, 0.22727273404598]",3,3.3,3.3000003157284326,"[0.99435067176818, -0.0068799126893, -0.1059214696288, -0.1057878136634, 0.01752507127821, -0.9942342638969]",Coronal,RT.Cor_T1W_TSE,,SE,SK,Philips,Achieva dStream,3,10,482.243988037109,90,0,0,0,0,0,0,0
1.2.826.0.1.3680043.8.498.41600498783384864111179175518614837125,2,1.2.826.0.1.3680043.8.498.13126694251861399147854858979559961819,40,704,704,"[0.22727273404598, 0.22727273404598]",3,3.3,3.2999999541618763,"[0.99435067176818, -0.0068799126893, -0.1059214696288, 0.00869652628898, 0.99982273578643, 0.01669825613498]",Axial,RT.Tra_T1W_TSE,,SE,SK,Philips,Achieva dStream,3,11,543.7490234375,90,0,0,0,0,0,0,0
1.2.826.0.1.3680043.8.498.41600498783384864111179175518614837125,3,1.2.826.0.1.3680043.8.498.21445139509346804994276778291771624587,29,512,512,"[0.3515625, 0.3515625]",3,3.3,3.2999993882752676,"[0.00869652628898, 0.99982273578643, 0.01669825613498, -0.1057878136634, 0.01752507127821, -0.9942342638969]",Sagittal,RT.Sag_T1W_TSE,,SE,SK,Philips,Achieva dStream,3,11,646.807495117187,90,0,0,0,0,0,0,0
1.2.826.0.1.3680043.8.498.41600498783384864111179175518614837125,4,1.2.826.0.1.3680043.8.498.38602207790788091034135185103333685601,29,432,432,"[0.41666665673255, 0.41666665673255]",3,3.3,3.299999388274763,"[0.00869652628898, 0.99982273578643, 0.01669825613498, -0.1057878136634, 0.01752507127821, -0.9942342638969]",Sagittal,RT.Sag_T2W_TSE,,SE,SK,Philips,Achieva dStream,3,80,3000,90,0,0,0,0,0,0,0
1.2.826.0.1.3680043.8.498.41600498783384864111179175518614837125,5,1.2.826.0.1.3680043.8.498.42449379145780158531187185761913058425,28,640,640,"[0.25, 0.25]",3,3.3,3.3000003157284965,"[0.99435067176818, -0.0068799126893, -0.1059214696288, -0.1057878136634, 0.01752507127821, -0.9942342638969]",Coronal,RT.Cor_PDW_TSE_SPAIR,,SE,SK,Philips,Achieva dStream,3,30,2499.99951171875,90,1,0,0,0,0,0,0
1.2.826.0.1.3680043.8.498.41600498783384864111179175518614837125,6,1.2.826.0.1.3680043.8.498.47315351394611962803774570823362200495,29,800,800,"[0.22499999403953, 0.22499999403953]",3,3.3,3.2999993882752605,"[0.00869652628898, 0.99982273578643, 0.01669825613498, -0.1057878136634, 0.01752507127821, -0.9942342638969]",Sagittal,RT.Sag_PDW_TSE_SPAIR_Sag,,SE,SK,Philips,Achieva dStream,3,30,3072.81909179687,90,1,0,0,0,1,0,0
1.2.826.0.1.3680043.8.498.41600498783384864111179175518614837125,7,1.2.826.0.1.3680043.8.498.57797094265453935520307311548726835230,40,640,640,"[0.25, 0.25]",3,3.3,3.299999954161809,"[0.99435067176818, -0.0068799126893, -0.1059214696288, 0.00869652628898, 0.99982273578643, 0.01669825613498]",Axial,RT.Tra_T2W_TSE_SPAIR,,SE,SK,Philips,Achieva dStream,3,83.823,4019.478515625,90,0,0,0,0,0,0,0
1.2.826.0.1.3680043.8.498.41600498783384864111179175518614837125,8,1.2.826.0.1.3680043.8.498.70705781485540922615088403114952666938,16,480,480,"[0.27083334326744, 0.27083334326744]",2.5,3,2.9999994882935397,"[0.99435067176818, -0.0068799140863, -0.1059214770793, -0.0873818174004, -0.619567155838, -0.7800647020339]",Coronal,RT.COR ACL T2W FS,,SE,SK,Philips,Achieva dStream,3,75,2500,90,0,0,0,1,0,0,0
1.2.826.0.1.3680043.8.498.47921753480592595198052407850568677187,1,1.2.826.0.1.3680043.8.498.11132163689159405062570165604773563273,28,256,256,"[0.7422, 0.7422]",4,4.5,4.499991777597449,"[0.9737031345771, 0.2277370673341, 0.0061671611624, 0.0017028808467, 0.0197938616429, -0.999802632142]",Coronal,L- CORPD FSE FS,,SE,SK,GE MEDICAL SYSTEMS,SIGNA Explorer,1.5,37.8,1544,160,1,0,0,1,0,0,0
1.2.826.0.1.3680043.8.498.47921753480592595198052407850568677187,2,1.2.826.0.1.3680043.8.498.47044501123729808256032287793135859318,28,512,512,"[0.332, 0.332]",4,4.5,4.499995303851099,"[0.9737030907149, 0.2277372587241, 0.006167018818, 0.001702701116, 0.019794304382, -0.9998026236828]",Coronal,L Cor T1 FSE,,SE,SK,GE MEDICAL SYSTEMS,SIGNA Explorer,1.5,12.468,616,160,0,1,0,1,0,1,0
1.2.826.0.1.3680043.8.498.47921753480592595198052407850568677187,3,1.2.826.0.1.3680043.8.498.52680589140665925020263574237350014176,34,512,512,"[0.3711, 0.3711]",4,4.5,4.499987262702703,"[0.9861130085206, 0.1660391408387, 0.0034839827791, -0.1660589177189, 0.9854985238499, 0.034886893467]",Axial,L- Ax PD FSE FS,,SE,SK,GE MEDICAL SYSTEMS,SIGNA Explorer,1.5,38.06,3523,160,1,0,0,1,0,0,1
1.2.826.0.1.3680043.8.498.47921753480592595198052407850568677187,4,1.2.826.0.1.3680043.8.498.54686691624613803504966202537891841078,22,256,256,"[0.7422, 0.7422]",4,4.5,4.500033504883419,"[-0.2524015321748, 0.9676104879691, -0.0048384013843, -0.0134970817939, -0.0085205079628, -0.999872606749]",Sagittal,L- Sag PD FSE FS,,SE,"['SK', 'OSP']",GE MEDICAL SYSTEMS,SIGNA Explorer,1.5,35.46,2494,160,1,0,0,1,1,0,0
1.2.826.0.1.3680043.8.498.47921753480592595198052407850568677187,5,1.2.826.0.1.3680043.8.498.69542398721543718229644391277314854342,22,512,512,"[0.3711, 0.3711]",4,4.5,4.500033504883433,"[-0.2524014945782, 0.967610497776, -0.0048384014333, -0.0134970817939, -0.0085205079628, -0.999872606749]",Sagittal,L sag T1 FSE,,SE,"['SK', 'OSP']",GE MEDICAL SYSTEMS,SIGNA Explorer,1.5,9.18,533,160,0,1,0,1,1,0,0
1.2.826.0.1.3680043.8.498.48348615349418615469875801439348424274,1,1.2.826.0.1.3680043.8.498.10225164441214828116709169975834166227,37,320,320,"[0.53125, 0.53125]",3.5,3.85,3.8499865740767802,"[0.999116, 0.0391862, -0.015203, -0.0379988, 0.996696, 0.0717911]",Axial,pd_tse_fs_tra,*tse2d1_7,SE,"['SP', 'SK']",Siemens Healthineers,MAGNETOM Sempra,1.5,40,2520,150,1,0,0,1,0,0,1
1.2.826.0.1.3680043.8.498.48348615349418615469875801439348424274,2,1.2.826.0.1.3680043.8.498.11341617802848274596509422018595940673,36,384,384,"[0.416667, 0.416667]",3,3.3,3.30001805075905,"[0.996837, 0.0794681, 3.08983e-09, -0.00502579, 0.0630429, -0.997998]",Coronal,t1_tse_cor_384,*tse2d1_3,SE,"['SP', 'SK']",Siemens Healthineers,MAGNETOM Sempra,1.5,12,560,160,0,1,0,0,0,1,0
1.2.826.0.1.3680043.8.498.48348615349418615469875801439348424274,3,1.2.826.0.1.3680043.8.498.14477678774712126060440341154300476721,40,320,320,"[0.53125, 0.53125]",2.5,2.75,2.749963044499353,"[0.0800379, 0.996792, 1.60985e-09, 0.0652938, -0.0052428, -0.997852]",Sagittal,pd_tse_fs_sag,*tse2d1_7,SE,"['SP', 'SK']",Siemens Healthineers,MAGNETOM Sempra,1.5,40,5320,150,1,0,0,1,1,0,0
1.2.826.0.1.3680043.8.498.48348615349418615469875801439348424274,4,1.2.826.0.1.3680043.8.498.34236568294478626291652935651911222474,36,320,320,"[0.5, 0.5]",3,3.3,3.30001805075905,"[0.996837, 0.0794681, 5.42322e-10, -0.00502579, 0.0630429, -0.997998]",Coronal,pd_tse_fs_cor,*tse2d1_7,SE,"['SP', 'SK']",Siemens Healthineers,MAGNETOM Sempra,1.5,40,4770,150,1,0,0,1,0,1,0
1.2.826.0.1.3680043.8.498.48348615349418615469875801439348424274,5,1.2.826.0.1.3680043.8.498.76119594349644984197513470829331200414,40,400,400,"[0.425, 0.425]",2.5,2.75,2.749963044499353,"[0.0800379, 0.996792, 1.60985e-09, 0.0652938, -0.0052428, -0.997852]",Sagittal,t2_tse_sag,*tseR2d1_13,SE,"['SP', 'SK']",Siemens Healthineers,MAGNETOM Sempra,1.5,75,7300,150,0,0,1,0,1,0,0
1.2.826.0.1.3680043.8.498.48946580946665031852355005294734101132,1,1.2.826.0.1.3680043.8.498.11236565374022897997382241900647492488,26,560,560,"[0.3035714328289, 0.3035714328289]",4.5,4.94999980926514,4.949998989806822,"[0.99179261922836, 0.09913877397775, 0.08073970675468, 0.08003744482994, 0.01104705967009, -0.9967306256294]",Coronal,COR PD L,,SE,SK,Philips Medical Systems,Achieva dStream,1.5,40.0,2200.0,90,1,0,0,0,0,1,0
1.2.826.0.1.3680043.8.498.48946580946665031852355005294734101132,2,1.2.826.0.1.3680043.8.498.25623620215370725395931151899931839246,30,512,512,"[0.3125, 0.3125]",5,5.5,5.499999484075676,"[0.99179261922836, 0.09913877397775, 0.08073970675468, -0.0997065901756, 0.99501228332519, 0.00302157807163]",Axial,AX T2 SPIR L,,SE,SK,Philips Medical Systems,Achieva dStream,1.5,70.0,4912.0,90,0,0,1,1,0,0,1
1.2.826.0.1.3680043.8.498.48946580946665031852355005294734101132,3,1.2.826.0.1.3680043.8.498.31457592019990349918394410240358497641,320,640,640,"[0.28145694732666, 0.28145694732666]",0.80000001192092,0.40000000596046,0.39999638274532856,"[-0.0997065901756, 0.99501228332519, 0.00302157807163, 0.08003744482994, 0.01104705967009, -0.9967306256294]",Sagittal,SAG 3D_VIEW_PD_SPAIR_HR L,,SE,SK,Philips Medical Systems,Achieva dStream,1.5,23.0,1100.0,90,1,0,0,0,1,0,0
1.2.826.0.1.3680043.8.498.48946580946665031852355005294734101132,4,1.2.826.0.1.3680043.8.498.71137653521806972309735604555464864164,26,640,640,"[0.26490065455436, 0.26490065455436]",4,4.40000009536743,4.4000031628854686,"[-0.0997065901756, 0.99501228332519, 0.00302157807163, 0.08003744482994, 0.01104705967009, -0.9967306256294]",Sagittal,SAG PD L,,SE,SK,Philips Medical Systems,Achieva dStream,1.5,30.0,1052.0,90,1,0,0,0,1,0,0
1.2.826.0.1.3680043.8.498.54977581323931277817074741182670080450,1,1.2.826.0.1.3680043.8.498.11345399253439035137437756589936443385,30,384,384,"[0.390625, 0.390625]",3,3.3,3.299999953555467,"[0.98028638742623, -0.131100443636, 0.14782175856515, 0.13720110993675, -0.0866936719984, -0.9867421459873]",Coronal,t1_se_cor_384,*se2d1,SE,"['SP', 'OSP']",SIEMENS,Skyra,3,12,490,90,0,1,0,0,0,1,0
1.2.826.0.1.3680043.8.498.54977581323931277817074741182670080450,2,1.2.826.0.1.3680043.8.498.18709751104038684569603044904800357655,30,640,640,"[0.234375, 0.234375]",3.5,4.55,4.550000615333374,"[0.97293467738845, -0.1536452161574, 0.17260145157842, 0.16263885928489, 0.98590877797393, -0.0391469406781]",Axial,pd_tse_fs_tra_320,*tseR2d1rs6,SE,"['SK', 'SP', 'OSP']",SIEMENS,Skyra,3,20,2740,150,1,0,0,1,0,0,1
1.2.826.0.1.3680043.8.498.54977581323931277817074741182670080450,3,1.2.826.0.1.3680043.8.498.57422781906807036056285204418650818704,30,320,320,"[0.46875, 0.46875]",3,3.3,3.299999953555467,"[0.98028638742623, -0.131100443636, 0.14782175856515, 0.13720110993675, -0.0866936719984, -0.9867421459873]",Coronal,pd_tse_fs_cor_320,*tse2d1rs6,SE,"['SK', 'SP', 'OSP']",SIEMENS,Skyra,3,20,2530,150,1,0,0,1,0,1,0
1.2.826.0.1.3680043.8.498.54977581323931277817074741182670080450,4,1.2.826.0.1.3680043.8.498.71042574996097068332053264058857876735,35,384,384,"[0.390625, 0.390625]",2.5,3,2.9999980659509475,"[0.29578379254055, 0.95346769938035, -0.058406286551, 0.14901193988313, -0.1064471386663, -0.983089237273]",Sagittal,t2_tse_sag_448,*tseR2d1_14,SE,"['SK', 'SP', 'OSP']",SIEMENS,Skyra,3,82,2550,150,0,0,1,0,1,0,0
1.2.826.0.1.3680043.8.498.54977581323931277817074741182670080450,5,1.2.826.0.1.3680043.8.498.80377175672460372451948006708970551356,35,640,640,"[0.234375, 0.234375]",2.5,3,2.9999980659507344,"[0.29578380402103, 0.95346769703392, -0.0584062667159, 0.14901184977489, -0.1064470934545, -0.9830892558266]",Sagittal,pd_tse_fs_sag_320,*tse2d1rs5,SE,"['SK', 'SP', 'OSP']",SIEMENS,Skyra,3,22,2800,150,1,0,0,1,1,0,0
1.2.826.0.1.3680043.8.498.56512564464301544960446419143135447363,1,1.2.826.0.1.3680043.8.498.10759295590848082080643815881145133309,24,512,512,"[0.3906, 0.3906]",3,4,4.000030719919991,"[-0.0994584, 0.995042, 0.0, -0.0, -0.0, -1.0]",Sagittal,,,SE,"['SK', 'OSP']",GE MEDICAL SYSTEMS,SIGNA EXCITE,1.5,85.752,4100,90,0,0,0,0,0,0,0
1.2.826.0.1.3680043.8.498.56512564464301544960446419143135447363,2,1.2.826.0.1.3680043.8.498.11783414490291628033336129717491807486,28,512,512,"[0.3516, 0.3516]",3.5,4.5,4.500010516197998,"[0.998016, 0.0629596, -0.00064089, -0.0627455, 0.995414, 0.0722062]",Axial,,,SE,SK,GE MEDICAL SYSTEMS,SIGNA EXCITE,1.5,11.304,640,90,0,0,0,0,0,0,0
1.2.826.0.1.3680043.8.498.56512564464301544960446419143135447363,3,1.2.826.0.1.3680043.8.498.12763175123567033737900718908091633013,28,512,512,"[0.3516, 0.3516]",3.5,4.5,4.500010516197998,"[0.998016, 0.0629596, -0.000640911, -0.0627455, 0.995414, 0.0722062]",Axial,,,SE,SK,GE MEDICAL SYSTEMS,SIGNA EXCITE,1.5,34.188,2760,90,0,0,0,0,0,0,0
1.2.826.0.1.3680043.8.498.56512564464301544960446419143135447363,4,1.2.826.0.1.3680043.8.498.54535610302647039407009910528489667982,24,512,512,"[0.3516, 0.3516]",3,4,4.000019386357325,"[0.993918, 0.109805, -0.00842303, -0.0254526, 0.154608, -0.987648]",Coronal,,,SE,SK,GE MEDICAL SYSTEMS,SIGNA EXCITE,1.5,34.58,2340,90,0,0,0,0,0,0,0
1.2.826.0.1.3680043.8.498.56512564464301544960446419143135447363,5,1.2.826.0.1.3680043.8.498.78093385660449749624663646675509261313,24,512,512,"[0.3516, 0.3516]",3,4,4.000019386357325,"[0.993918, 0.109805, -0.00842303, -0.0254526, 0.154608, -0.987648]",Coronal,,,SE,SK,GE MEDICAL SYSTEMS,SIGNA EXCITE,1.5,11.416,540,90,0,0,0,0,0,0,0
1.2.826.0.1.3680043.8.498.56512564464301544960446419143135447363,6,1.2.826.0.1.3680043.8.498.82186342010103351687900684476818686965,24,512,512,"[0.3906, 0.3906]",3,4,4.000030719919991,"[-0.0994584, 0.995042, 0.0, -0.0, -0.0, -1.0]",Sagittal,,,SE,"['SK', 'OSP']",GE MEDICAL SYSTEMS,SIGNA EXCITE,1.5,33.656,2300,90,0,0,0,0,0,0,0
1.2.826.0.1.3680043.8.498.56512564464301544960446419143135447363,7,1.2.826.0.1.3680043.8.498.86938268768367335626610279260067777964,28,512,512,"[0.3516, 0.3516]",3.5,4.5,4.500010516197998,"[0.998016, 0.0629596, -0.000640911, -0.0627455, 0.995414, 0.0722062]",Axial,,,SE,SK,GE MEDICAL SYSTEMS,SIGNA EXCITE,1.5,87.912,4700,90,0,0,0,0,0,0,0
1.2.826.0.1.3680043.8.498.59483999067816153759785789654766826710,1,1.2.826.0.1.3680043.8.498.10375380880125329105761253769836090010,33,400,400,"[0.40000000596046, 0.40000000596046]",3,3.3,3.3000025652986835,"[-0.0115937565775, 0.99992220085047, 0.00460185340415, -0.1185393569149, 0.00319531585224, -0.9929442133467]",Sagittal,PDW_TSE_Sag,,SE,SK,Philips Medical Systems,Ingenia,3,30,3186.54467773437,90,1,0,0,0,1,0,0
1.2.826.0.1.3680043.8.498.59483999067816153759785789654766826710,2,1.2.826.0.1.3680043.8.498.11859248126982879450686005962936401654,13,400,400,"[0.40000000596046, 0.40000000596046]",2,2.25,2.2500024831044882,"[-0.0229470418154, 0.9997306501432, 0.00347281386814, -0.2196592380881, -0.0016529836621, -0.9755752594072]",Sagittal,PDW_TSE_Sag,,SE,SK,Philips Medical Systems,Ingenia,3,30,2500.00024414062,90,1,0,0,0,1,0,0
1.2.826.0.1.3680043.8.498.59483999067816153759785789654766826710,3,1.2.826.0.1.3680043.8.498.12242638868108603533719665359578887020,13,400,400,"[0.40000000596046, 0.40000000596046]",2,2.25,2.2500024831044882,"[-0.0229470418154, 0.9997306501432, 0.00347281386814, -0.2196592380881, -0.0016529836621, -0.9755752594072]",Sagittal,PDW_TSE_Sag,,SE,SK,Philips Medical Systems,Ingenia,3,30,2500.00024414062,90,1,0,0,0,1,0,0
1.2.826.0.1.3680043.8.498.59483999067816153759785789654766826710,4,1.2.826.0.1.3680043.8.498.13025502148523091259027913261486376465,40,704,704,"[0.22727273404598, 0.22727273404598]",3,3.3,3.299999534750583,"[0.03706951168168, 0.9993078284155, -0.0031169490164, -0.135463295737, 0.00193468512622, -0.9907804764434]",Sagittal,PDW_TSE_SPAIR_Sag,,SE,SK,Philips Medical Systems,Ingenia,3,30,4472.25390625,90,1,0,0,0,1,0,0
1.2.826.0.1.3680043.8.498.59483999067816153759785789654766826710,5,1.2.826.0.1.3680043.8.498.29846587191183567670535184626018287451,30,704,704,"[0.22727273404598, 0.22727273404598]",3,3.3,3.300001280338776,"[0.98622593702151, 0.04607756647114, -0.1588560953005, -0.1630043367464, 0.10775925911351, -0.9807229620423]",Coronal,T1W_TSE_Cor,,SE,SK,Philips Medical Systems,Ingenia,3,10,664.940979003906,90,0,0,0,0,0,1,0
1.2.826.0.1.3680043.8.498.59483999067816153759785789654766826710,6,1.2.826.0.1.3680043.8.498.38075577006651268414942662802300197372,30,640,640,"[0.25, 0.25]",3,3.3,3.30000128034969,"[0.98622593702151, 0.04607756647114, -0.1588560953005, -0.1630043367464, 0.10775925911351, -0.9807229620423]",Coronal,PDW_TSE_SPAIR_Cor,,SE,SK,Philips Medical Systems,Ingenia,3,30,2565.34643554687,90,1,0,0,0,0,1,0
1.2.826.0.1.3680043.8.498.59483999067816153759785789654766826710,7,1.2.826.0.1.3680043.8.498.42984443688705446568460402049197716512,42,640,640,"[0.25, 0.25]",3,3.3,3.2999996319331686,"[0.98696825528792, -0.0382499398967, -0.1563029275215, 0.06601396832937, 0.98208260262079, 0.17651038953834]",Axial,PDW_TSE_SPAIR_Tra,,SE,SK,Philips Medical Systems,Ingenia,3,30,4263.001953125,90,1,0,0,0,0,0,1
1.2.826.0.1.3680043.8.498.62465595376489211274225312453216559395,1,1.2.826.0.1.3680043.8.498.10490923445995430496946166111818528271,36,320,320,"[0.5, 0.5]",4,4.4,4.400005096923387,"[0.997802, -0.0652344, 0.0116735, 0.0652245, 0.99787, 0.00123211]",Axial,t2_tirm_tra R,*tir2d1_12,SE,"['SP', 'SK']",Siemens Healthineers,MAGNETOM Skyra,3,25.0,5770.0,120,0,0,1,0,0,0,1
1.2.826.0.1.3680043.8.498.62465595376489211274225312453216559395,2,1.2.826.0.1.3680043.8.498.12524480704368639096451209748649813465,23,384,384,"[0.416667, 0.416667]",4.5,4.95,4.950000659138235,"[0.998964, 0.0398723, 0.0219501, 0.0220332, -0.00164615, -0.999756]",Coronal,pd_tse_cor R,*tse2d1_14,SE,"['SP', 'SK']",Siemens Healthineers,MAGNETOM Skyra,3,40.0,3540.0,120,1,0,0,0,0,1,0
1.2.826.0.1.3680043.8.498.62465595376489211274225312453216559395,3,1.2.826.0.1.3680043.8.498.59400018247623467195394787723432499465,25,384,384,"[0.416667, 0.416667]",5,5.5,5.5000226378918065,"[-7.10599e-05, 1.0, 7.185e-12, 0.041055, 2.91737e-06, -0.999157]",Sagittal,pd_tse_fs_sag R,*tse2d1_7,SE,"['SP', 'SK']",Siemens Healthineers,MAGNETOM Skyra,3,14.0,1950.0,120,1,0,0,1,1,0,0
1.2.826.0.1.3680043.8.498.62465595376489211274225312453216559395,4,1.2.826.0.1.3680043.8.498.80088218471450943607980716401104656630,26,384,384,"[0.416667, 0.416667]",4,4.4,4.400010097565646,"[-7.10339e-05, 1.0, 1.86242e-09, 0.0410549, 2.91815e-06, -0.999157]",Sagittal,pd_tse_sag R,*tse2d1_14,SE,"['SP', 'SK']",Siemens Healthineers,MAGNETOM Skyra,3,34.0,3320.0,120,1,0,0,0,1,0,0
1.2.826.0.1.3680043.8.498.62549354677638403845904556149868367236,1,1.2.826.0.1.3680043.8.498.18194661389225439596589076323105764635,30,640,540,"[0.25, 0.25]",3,3.6,3.6000009180248007,"[0.989679, -0.10603, -0.096399, -0.0868992, 0.0908413, -0.992067]",Coronal,t1_tse_cor_s2p2_448_DRB,*tse2d1_3,SE,"['SP', 'SK']",Siemens Healthineers,MAGNETOM Vida,3,12,684,180,0,1,0,0,0,1,0
1.2.826.0.1.3680043.8.498.62549354677638403845904556149868367236,2,1.2.826.0.1.3680043.8.498.64064664993094542843040674366148501286,30,640,540,"[0.25, 0.25]",3,3.6,3.6000009180248007,"[0.989679, -0.10603, -0.096399, -0.0868992, 0.0908413, -0.992067]",Coronal,pd_tse_fs_cor_320_p4_s2_DRB,*tseR2d1_7,SE,"['SP', 'SK']",Siemens Healthineers,MAGNETOM Vida,3,32,2300,150,1,0,0,1,0,1,0
1.2.826.0.1.3680043.8.498.62549354677638403845904556149868367236,3,1.2.826.0.1.3680043.8.498.69443004644346250053604983692181738675,38,640,640,"[0.2344, 0.2344]",3,3.6,3.6000226849033794,"[0.986887, -0.137927, -0.0838423, 0.144499, 0.986415, 0.0781375]",Axial,pd_tse_fs_tra_448_p4_s2_DRB,*tseR2d1rr9,SE,"['SP', 'SK']",Siemens Healthineers,MAGNETOM Vida,3,39,4110,180,1,0,0,1,0,0,1
1.2.826.0.1.3680043.8.498.62549354677638403845904556149868367236,4,1.2.826.0.1.3680043.8.498.81892732695419468989322862582884021558,34,768,768,"[0.2214, 0.2214]",2.5,3,2.9999875675890877,"[0.138372, 0.987393, 0.0768668, -0.0870506, 0.0894387, -0.992181]",Sagittal,int_tse_sag_p3_s2_2.5mm_drb_384,*tseR2d1_9,SE,"['SP', 'SK']",Siemens Healthineers,MAGNETOM Vida,3,32,2200,180,0,0,0,0,1,0,0
1.2.826.0.1.3680043.8.498.62549354677638403845904556149868367236,5,1.2.826.0.1.3680043.8.498.98515298626079372374618896434085510643,34,768,768,"[0.2214, 0.2214]",2.5,3,2.9999875675890877,"[0.138372, 0.987393, 0.0768668, -0.0870506, 0.0894387, -0.992181]",Sagittal,int_tse_sag_fs_p3_s2_2.5mm_drb_384,*tseR2d1_9,SE,"['SP', 'SK']",Siemens Healthineers,MAGNETOM Vida,3,33,2500,180,0,0,0,1,1,0,0
1.2.826.0.1.3680043.8.498.64408609256163127278435484217683272910,1,1.2.826.0.1.3680043.8.498.23609666423015538837767166347369729212,30,528,528,"[0.3125, 0.3125]",3,3.5,3.4999999844451146,"[0.99353158473968, -0.1135332584381, 0.00228163623251, 0.00034710645559, -0.0170561727136, -0.9998544454574]",Coronal,PDW_,,SE,SK,Philips Medical Systems,Ingenia,1.5,30,3000,90,1,0,0,0,0,0,0
1.2.826.0.1.3680043.8.498.64408609256163127278435484217683272910,2,1.2.826.0.1.3680043.8.498.27195687106566182788779817031043206458,33,480,480,"[0.33333334326744, 0.33333334326744]",3,3.9,3.8999977674805635,"[0.11355565488338, 0.99338775873184, -0.0169064383953, 0.00034710645559, -0.0170561727136, -0.9998544454574]",Sagittal,PDW_SPIR,,SE,SK,Philips Medical Systems,Ingenia,1.5,30,3000.00024414062,90,1,0,0,1,0,0,0
